id,stable
14091,0
14095,0
14100,1
14103,1
14106,1
14107,0
14123,0
14124,0
14130,0
14131,1
14132,1
14134,0
14135,0
14138,0
14152,0
14154,0
14161,0
14165,0
14166,0
14172,0
14174,1
14181,0
14197,1
14205,1
14206,0
14211,0
14213,0
14214,0
14215,0
14223,1
14224,0
14225,1
14239,0
14243,1
14246,0
14248,0
14263,0
14265,0
14280,1
14281,1
14285,0
14290,0
14299,1
14301,1
14302,0
14304,1
14308,1
14314,0
14326,0
14340,0
14344,1
14345,1
14353,0
14356,0
14360,0
14366,1
14370,0
14372,0
14373,1
14377,1
14379,1
14385,0
14393,0
14395,1
14400,0
14401,0
14403,1
14405,1
14415,1
14429,1
14437,1
14454,1
14459,0
14460,0
14464,1
14465,0
14468,0
14473,0
14481,1
14482,1
14493,0
14501,0
14508,0
14510,1
14512,1
14513,0
14516,0
14519,0
14521,1
14534,0
14540,1
14541,1
14542,0
14552,0
14555,0
14568,1
14578,0
14579,1
14580,1
14583,1
14595,0
14596,0
14597,1
14603,0
14606,1
14611,1
14617,0
14619,1
14622,0
14625,0
14627,1
14628,0
14641,1
14646,1
14648,0
14658,0
14659,0
14662,0
14664,1
14665,0
14670,1
14674,1
14678,0
14679,1
14681,0
14687,1
14689,0
14700,0
14708,1
14709,1
14711,1
14720,0
14723,1
14731,0
14734,1
14744,0
14746,1
14748,1
14756,1
14760,0
14774,0
14777,1
14780,1
14784,0
14788,0
14789,1
14795,0
14797,1
14798,0
14799,1
14809,0
14821,1
14826,1
14838,1
14839,1
14844,0
14849,0
14853,0
14872,0
14879,1
14894,0
14897,1
14898,0
14904,0
14907,1
14908,0
14915,1
14919,1
14947,0
14950,0
14953,0
14954,0
14960,0
14970,1
14975,0
14979,0
14985,1
14991,1
14992,1
14996,0
14997,1
15009,0
15010,1
15012,1
15016,0
15025,0
15030,0
15050,1
15054,1
15059,0
15062,1
15064,0
15067,0
15073,0
15075,1
15077,1
15079,1
15093,1
15102,0
15105,1
15115,1
15117,1
15120,0
15122,1
15123,1
15124,0
15128,1
15129,1
15131,0
15138,0
15140,0
15143,0
15144,1
15148,1
15153,1
15165,0
15167,0
15168,0
15169,1
15175,0
15179,0
15186,0
15195,0
15198,0
15203,0
15207,1
15208,1
15209,0
15219,0
15223,1
15241,1
15244,0
15248,0
15252,1
15256,1
15257,0
15261,0
15262,0
15265,0
15273,1
15274,0
15280,1
15281,0
15285,1
15289,1
15292,0
15294,0
15306,0
15316,0
15324,0
15325,0
15331,0
15336,1
15345,1
15347,1
15349,0
15350,0
15355,1
15356,0
15362,0
15366,1
15373,0
15379,1
15380,0
15383,1
15386,1
15389,0
15398,0
15404,0
15410,0
15411,1
15412,1
15413,0
15428,1
15446,0
15456,0
15459,1
15462,0
15463,1
15472,0
15479,0
15483,0
15491,0
15493,0
15501,0
15504,0
15511,0
15512,0
15514,0
15519,1
15521,0
15525,1
15532,0
15539,0
15540,0
15543,0
15547,0
15551,1
15555,0
15561,0
15564,0
15565,0
15566,1
15572,1
15574,1
15579,0
15587,1
15592,0
15600,1
15601,0
15606,1
15614,1
15645,1
15650,1
15651,1
15668,1
15674,0
15675,1
15677,0
15678,0
15679,1
15680,1
15687,1
15694,0
15695,1
15697,0
15714,1
15715,1
15721,1
15722,1
15734,1
15757,1
15762,1
15768,1
15774,1
15786,1
15798,0
15800,0
15801,0
15804,1
15808,1
15821,0
15826,0
15845,1
15850,1
15851,1
15857,1
15866,1
15867,0
15870,0
15886,1
15889,0
15891,1
15897,1
15899,1
15901,1
15903,1
15920,1
15923,1
15925,1
15926,1
15941,0
15948,0
15951,0
15953,1
15968,1
15969,1
15977,1
15999,0
16004,1
16015,0
16024,1
16036,0
16037,0
16048,1
16053,1
16057,0
16065,1
16069,0
16071,0
16072,0
16076,1
16078,0
16080,0
16081,1
16090,1
16091,0
16094,1
16106,1
16107,1
16119,0
16126,1
16133,0
16135,0
16142,0
16143,0
16144,0
16147,0
16152,0
16161,0
16163,1
16164,1
16173,0
16178,1
16184,1
16190,1
16194,1
16196,0
16197,0
16198,0
16199,0
16201,1
16208,1
16222,1
16225,0
16231,0
16232,1
16240,0
16243,0
16244,1
16248,1
16262,0
16264,0
16265,1
16269,1
16273,1
16274,1
16278,1
16292,1
16303,1
16304,1
16316,0
16328,0
16331,0
16334,0
16335,1
16342,1
16343,0
16344,0
16347,0
16352,0
16357,1
16358,0
16360,1
16375,0
16376,1
16385,0
16391,0
16392,1
16394,0
16395,1
16398,1
16401,1
16408,0
16414,0
16415,0
16418,0
16422,1
16425,1
16427,1
16429,0
16434,1
16436,0
16438,0
16440,0
16442,1
16446,0
16447,1
16458,0
16462,0
16466,0
16467,1
16470,0
16521,1
16526,0
16530,1
16532,0
16533,0
16534,0
16536,0
16537,1
16538,0
16543,0
16544,1
16551,1
16554,0
16563,1
16566,1
16580,0
16586,0
16587,0
16588,0
16589,1
16590,1
16591,0
16594,0
16597,1
16601,1
16606,1
16609,1
16619,0
16624,1
16627,1
16628,1
16637,0
16641,1
16647,1
16648,1
16654,1
16659,0
16660,1
16663,1
16668,0
16673,1
16683,0
16684,0
16686,0
16690,0
16694,0
16699,0
16705,1
16710,1
16717,0
16722,0
16726,1
16727,0
16731,1
16737,0
16744,0
16748,0
16781,0
16786,0
16794,1
16800,1
16804,1
16813,0
16816,0
16819,1
16826,1
16829,0
16837,0
16838,1
16844,1
16850,0
16851,1
16860,0
16871,1
16878,1
16881,1
16883,0
16885,0
16889,1
16892,1
16897,0
16902,0
16909,1
16910,1
16916,1
16931,1
16935,1
16936,0
16937,0
16944,0
16958,0
16965,1
16967,1
16972,0
16976,1
16977,1
16979,1
16983,0
17001,1
17018,1
17020,1
17024,0
17025,0
17029,1
17032,0
17038,1
17046,1
17056,0
17064,0
17071,1
17072,0
17078,1
17080,0
17083,0
17090,1
17092,1
17094,1
17100,1
17107,1
17108,1
17126,1
17127,1
17128,0
17129,0
17130,0
17148,0
17160,1
17162,0
17164,1
17172,1
17177,0
17180,0
17184,0
17187,1
17188,0
17190,0
17193,1
17195,1
17196,0
17204,0
17205,1
17209,0
17217,0
17218,0
17226,1
17229,1
17236,0
17238,0
17261,0
17267,1
17268,1
17269,1
17273,0
17276,0
17277,1
17281,1
17283,1
17287,1
17301,1
17302,0
17306,0
17313,1
17317,1
17318,0
17319,0
17325,1
17342,1
17343,1
17346,0
17348,1
17354,1
17359,0
17372,0
17374,1
17375,1
17407,1
17412,0
17413,0
17422,0
17427,1
17430,1
17433,1
17443,0
17447,0
17453,1
17458,0
17465,1
17469,1
17472,1
17474,1
17477,1
17480,0
17483,1
17484,1
17490,0
17501,1
17502,1
17510,1
17514,0
17518,1
17521,0
17525,0
17532,0
17535,1
17537,0
17541,1
17546,0
17547,1
17548,1
17557,1
17571,1
17572,0
17574,1
17576,0
17577,1
17579,0
17584,1
17588,0
17589,1
17590,1
17593,1
17597,0
17603,0
17606,1
17608,0
17613,0
17622,0
17624,0
17625,0
17633,0
17636,1
17642,1
17646,1
17651,0
17653,1
17670,1
17671,1
17673,1
17677,1
17678,0
17681,0
17683,0
17684,0
17687,0
17694,0
17696,1
17701,0
17705,0
17709,0
17714,1
17716,1
17724,1
17726,0
17734,1
17739,0
17743,1
17744,0
17751,0
17752,1
17753,0
17754,0
17756,0
17759,1
17760,1
17762,1
17765,0
17770,1
17774,1
17783,0
17785,1
17786,0
17791,1
17793,1
17801,0
17804,1
17819,1
17822,1
17826,1
17832,1
17833,1
17834,1
17837,0
17844,0
17859,1
17867,1
17873,0
17877,0
17891,1
17901,1
17906,1
17907,1
17911,0
17912,1
17917,1
17920,1
17921,1
17926,0
17933,1
17941,0
17942,0
17943,1
17944,0
17945,1
17946,1
17949,0
17950,1
17951,1
17954,1
17957,1
17959,1
17961,0
17963,0
17965,1
17967,1
17968,1
17971,0
17998,1
18004,0
18006,0
18008,0
18009,1
18012,0
18014,1
18021,0
18023,0
18032,0
18040,1
18041,1
18055,1
18069,1
18071,1
18080,1
18081,0
18082,0
18087,0
18091,0
18096,0
18102,1
18110,0
18115,1
18119,1
18120,1
18121,1
18127,1
18130,0
18137,1
18150,1
18151,0
18152,0
18157,1
18166,0
18167,1
18168,1
18175,0
18181,1
18184,1
18185,0
18196,1
18201,1
18205,1
18206,1
18211,1
18214,1
18216,1
18218,0
18221,1
18222,0
18224,0
18225,0
18227,0
18228,0
18244,0
18249,0
18251,0
18252,0
18253,1
18255,1
18261,0
18265,1
18269,1
18272,0
18280,1
18284,1
18288,1
18292,0
18295,1
18296,1
18297,1
18299,1
18305,0
18307,1
18310,1
18315,0
18328,1
18330,1
18343,1
18347,0
18350,1
18354,0
18355,0
18356,0
18360,0
18362,1
18363,1
18364,1
18367,0
18369,1
18377,1
18378,1
18382,0
18383,0
18386,1
18394,0
18397,1
18402,0
18418,1
18422,1
18440,0
18445,0
18451,1
18456,1
18461,0
18463,0
18465,0
18469,1
18470,1
18473,1
18479,0
18480,0
18481,0
18488,0
18493,0
18514,0
18515,0
18518,1
18520,1
18522,1
18526,0
18531,0
18540,0
18541,0
18544,1
18546,0
18547,1
18551,0
18552,0
18563,0
18574,0
18582,1
18588,0
18600,1
18602,0
18607,0
18616,1
18617,1
18627,0
18637,0
18638,0
18643,0
18644,1
18646,1
18648,0
18649,0
18652,1
18653,0
18655,0
18656,0
18660,0
18663,0
18673,1
18677,0
18687,0
18688,1
18689,1
18691,1
18697,0
18699,1
18718,1
18725,0
18736,1
18739,1
18740,1
18742,0
18758,1
18761,0
18766,0
18770,1
18783,1
18789,1
18791,0
18792,0
18794,0
18804,0
18807,0
18817,1
18827,0
18830,1
18831,1
18841,0
18846,1
18848,1
18849,0
18852,0
18853,1
18857,0
18858,1
18859,1
18863,1
18866,0
18868,1
18869,1
18871,1
18875,0
18881,0
18890,1
18895,1
18906,1
18907,0
18909,0
18916,1
18917,1
18927,1
18928,0
18929,1
18931,0
18934,1
18936,1
18940,1
18944,1
18947,1
18950,0
18954,0
18963,1
18969,1
18987,0
18996,0
18998,1
19002,1
19004,1
19005,0
19007,1
19014,0
19024,0
19042,1
19049,0
19050,0
19054,1
19055,1
19067,1
19069,1
19076,0
19085,0
19086,1
19097,1
19104,1
19106,1
19113,0
19132,1
19134,0
19142,1
19143,1
19144,1
19156,1
19157,0
19165,1
19167,1
19183,0
19214,1
19217,1
19222,0
19234,0
19238,1
19241,1
19242,1
19243,1
19245,0
19248,0
19259,0
19261,1
19266,0
19268,1
19271,0
19272,0
19283,0
19286,1
19287,1
19291,1
19293,1
19299,1
19307,0
19308,0
19310,1
19321,0
19326,1
19331,1
19335,1
19357,1
19365,0
19366,0
19372,0
19382,1
19390,0
19398,1
19399,1
19403,1
19404,0
19413,0
19416,0
19420,1
19422,1
19441,0
19450,0
19455,1
19457,1
19458,1
19460,1
19470,1
19486,0
19491,0
19500,1
19503,0
19507,1
19508,1
19509,1
19511,1
19515,0
19519,1
19522,1
19523,1
19526,0
19529,1
19530,1
19535,1
19536,0
19549,1
19558,0
19563,1
19580,1
19581,1
19582,0
19589,0
19595,0
19601,1
19605,1
19618,0
19625,0
19630,0
19638,0
19645,0
19646,1
19647,1
19650,1
19653,0
19660,0
19663,0
19664,0
19673,1
19675,0
19676,0
19682,1
19683,0
19689,0
19693,1
19701,0
19702,0
19710,0
19716,0
19737,1
19738,1
19745,0
19746,0
19749,1
19751,1
19761,1
19766,1
19767,0
19769,0
19771,1
19777,1
19784,1
19787,0
19788,0
19793,0
19797,1
19800,1
19804,0
19807,0
19810,0
19813,0
19819,1
19826,1
19828,0
19833,0
19843,0
19857,0
19862,0
19863,1
19865,0
19867,0
19877,0
19879,0
19882,0
19885,1
19888,1
19890,1
19891,1
19893,1
19894,0
19901,1
19903,1
19908,1
19913,1
19916,1
19923,0
19927,1
19928,1
19929,0
19937,1
19938,1
19939,1
19947,0
19950,0
19952,0
19954,0
19961,0
19971,0
19977,0
19979,0
19980,0
19985,1
19988,0
19992,0
20000,1
20002,1
20003,1
20012,1
20014,1
20019,0
20021,0
20023,0
20033,1
20045,0
20048,0
20060,1
20069,1
20071,0
20075,1
20077,0
20080,0
20082,1
20093,1
20099,0
20101,0
20104,1
20119,1
20129,1
20131,0
20137,0
20159,1
20161,1
20163,0
20165,0
20167,1
20170,0
20177,0
20179,0
20181,1
20186,0
20194,0
20197,1
20218,1
20220,1
20221,1
20222,0
20225,0
20231,0
20232,1
20236,1
20243,1
20244,0
20256,1
20267,0
20270,1
20272,0
20274,0
20283,0
20286,1
20288,0
20291,0
20296,0
20305,0
20308,0
20317,1
20318,1
20319,1
20328,0
20332,1
20337,0
20338,0
20339,1
20351,0
20358,1
20361,1
20375,0
20377,0
20378,0
20385,1
20386,0
20389,0
20391,0
20394,1
20400,1
20408,1
20409,1
20410,0
20412,1
20417,1
20421,0
20427,0
20440,1
20442,1
20448,0
20450,0
20451,1
20452,0
20453,0
20456,0
20462,1
20475,1
20476,1
20484,1
20485,1
20494,0
20501,0
20508,1
20509,0
20524,1
20528,1
20531,1
20533,0
20534,1
20541,1
20544,1
20545,0
20554,1
20558,0
20564,1
20565,0
20569,0
20570,1
20572,0
20575,0
20591,1
20599,0
20604,1
20611,0
20618,1
20621,0
20628,1
20644,1
20645,1
20649,1
20662,1
20664,0
20668,1
20681,0
20687,0
20689,0
20695,1
20701,1
20706,0
20710,1
20713,0
20715,0
20717,1
20719,1
20721,0
20723,1
20726,0
20732,0
20737,1
20738,0
20745,0
20753,1
20756,1
20758,0
20761,0
20763,0
20771,1
20772,0
20785,1
20787,1
20790,0
20791,1
20794,1
20797,1
20809,1
20817,0
20818,1
20821,1
20822,0
20837,0
20838,0
20849,1
20850,0
20856,1
20860,1
20862,0
20864,1
20865,0
20871,0
20872,1
20888,1
20904,1
20919,1
20933,0
20937,1
20940,0
20943,1
20950,1
20954,1
20960,0
20961,1
20970,1
20973,0
20977,1
20978,0
20987,1
20997,1
20999,0
21001,0
21006,1
21008,0
21009,0
21014,1
21019,1
21020,0
21026,0
21036,1
21037,0
21039,1
21043,0
21049,1
21055,1
21057,0
21058,1
21060,1
21062,0
21063,0
21070,1
21075,1
21076,1
21084,0
21085,1
21092,1
21094,1
21096,0
21099,1
21101,1
21104,1
21105,0
21107,0
21108,0
21120,1
21129,1
21131,0
21132,1
21143,1
21144,0
21150,0
21152,1
21153,0
21156,0
21157,1
21159,0
21165,1
21166,0
21170,1
21177,1
21179,0
21183,1
21197,0
21203,0
21210,1
21218,0
21220,1
21226,0
21228,0
21231,1
21236,1
21247,1
21254,0
21256,0
21259,0
21264,1
21267,1
21275,0
21276,0
21278,0
21279,0
21284,1
21298,0
21300,0
21305,1
21310,1
21311,0
21315,1
21316,0
21321,1
21322,0
21326,1
21327,0
21329,0
21331,0
21332,1
21338,0
21343,1
21346,0
21348,0
21349,0
21350,0
21351,0
21354,0
21355,1
21364,1
21371,1
21379,1
21380,0
21381,1
21383,0
21396,0
21398,1
21400,1
21401,1
21405,1
21413,0
21416,1
21417,0
21419,0
21432,0
21433,0
21437,1
21438,0
21444,0
21445,1
21447,0
21457,0
21465,1
21479,1
21482,1
21485,0
21494,1
21495,1
21497,0
21508,1
21511,0
21514,1
21515,0
21524,1
21525,0
21528,0
21532,1
21558,1
21559,0
21563,0
21565,0
21568,1
21569,1
21571,0
21582,0
21583,1
21585,0
21593,0
21597,1
21610,1
21613,1
21618,0
21620,0
21625,1
21626,1
21632,0
21633,1
21640,1
21644,0
21651,0
21659,0
21660,0
21668,0
21682,1
21690,0
21691,0
21692,0
21697,0
21702,0
21703,0
21709,1
21710,1
21714,1
21725,1
21726,1
21727,0
21739,1
21740,0
21742,1
21751,0
21752,0
21756,1
21758,1
21759,0
21762,1
21764,1
21766,1
21770,0
21772,0
21773,1
21785,1
21786,0
21788,0
21791,0
21792,1
21797,1
21802,1
21809,0
21814,0
21815,1
21819,1
21820,0
21832,0
21834,0
21842,0
21845,0
21850,1
21856,1
21858,1
21860,1
21861,0
21863,1
21865,0
21870,1
21875,0
21886,1
21890,0
21891,1
21892,1
21893,1
21894,1
21898,1
21907,0
21911,1
21914,1
21917,0
21944,0
21945,0
21954,1
21960,0
21963,1
21964,0
21966,0
21969,1
21975,1
21988,1
22002,0
22004,0
22005,0
22017,0
22023,1
22027,1
22028,0
22033,0
22034,1
22042,0
22044,0
22046,0
22050,0
22055,1
22056,0
22058,1
22067,0
22069,0
22070,0
22072,1
22073,0
22076,1
22077,1
22079,1
22093,0
22101,1
22107,0
22124,1
22138,0
22140,0
22143,0
22152,1
22158,0
22159,0
22160,0
22162,0
22169,1
22187,1
22190,1
22204,0
22208,1
22213,1
22216,1
22220,1
22221,0
22222,1
22223,1
22224,0
22237,1
22239,1
22242,1
22243,0
22246,1
22264,0
22266,0
22270,0
22273,0
22279,1
22280,1
22285,1
22287,1
22296,0
22301,0
22306,0
22312,0
22321,1
22324,0
22328,1
22333,0
22336,1
22337,1
22345,1
22349,0
22358,1
22362,1
22367,0
22374,0
22380,0
22388,1
22390,1
22395,0
22409,0
22413,0
22415,0
22418,0
22425,1
22429,1
22445,0
22463,0
22467,0
22468,1
22476,1
22482,0
22487,1
22500,1
22501,1
22507,0
22511,1
22526,1
22532,1
22533,0
22537,0
22541,1
22556,0
22560,0
22562,0
22563,1
22590,1
22592,0
22594,1
22597,0
22603,0
22604,0
22608,0
22621,0
22624,0
22629,0
22631,1
22641,1
22643,1
22663,0
22664,0
22677,0
22686,0
22688,1
22690,0
22697,1
22700,0
22710,0
22714,0
22716,0
22722,0
22731,0
22732,1
22737,1
22743,0
22746,1
22748,0
22753,1
22759,1
22761,0
22762,0
22764,0
22769,1
22787,0
22795,0
22805,0
22806,0
22807,1
22812,0
22818,1
22820,0
22821,1
22834,0
22842,0
22846,0
22847,1
22848,1
22850,0
22854,1
22858,1
22859,0
22860,0
22875,1
22887,0
22892,1
22894,0
22895,0
22906,1
22908,0
22912,1
22917,0
22921,1
22929,1
22934,1
22942,0
22943,1
22955,0
22957,1
22958,1
22974,0
22975,0
22976,0
22980,1
22985,0
22987,1
22993,1
23015,1
23016,1
23024,0
23032,0
23039,1
23050,0
23062,0
23063,0
23081,0
23083,0
23107,0
23111,0
23117,1
23121,1
23129,0
23132,0
23133,1
23135,1
23139,0
23150,0
23154,1
23156,0
23164,0
23172,0
23176,1
23177,0
23178,1
23181,0
23184,1
23190,0
23202,0
23204,0
23212,0
23218,1
23222,0
23224,1
23226,0
23227,0
23237,0
23244,0
23245,0
23252,1
23257,0
23260,0
23262,0
23269,0
23278,0
23281,1
23282,0
23283,1
23289,1
23291,0
23292,1
23307,0
23308,0
23315,1
23318,1
23330,1
23335,1
23336,0
23346,1
23349,1
23352,0
23358,0
23359,1
23369,1
23371,0
23374,1
23378,1
23381,1
23384,1
23387,0
23390,0
23396,1
23411,0
23422,1
23423,1
23424,0
23434,1
23438,0
23441,1
23444,1
23446,1
23449,1
23455,0
23456,0
23458,0
23461,0
23464,1
23465,0
23466,1
23467,0
23468,1
23469,0
23479,1
23480,1
23489,0
23495,0
23496,0
23505,1
23508,0
23511,0
23518,1
23527,0
23530,1
23535,0
23536,1
23541,1
23545,0
23547,0
23549,1
23561,0
23567,1
23570,0
23586,1
23588,0
23589,0
23592,0
23593,1
23594,0
23595,0
23606,1
23609,1
23616,0
23621,0
23623,0
23627,0
23628,1
23638,1
23650,0
23653,1
23661,0
23670,0
23672,0
23677,1
23678,1
23681,1
23683,0
23685,0
23687,1
23693,0
23694,1
23695,1
23697,0
23699,0
23708,1
23709,0
23715,1
23719,1
23720,1
23726,0
23729,1
23731,1
23732,0
23737,1
23740,0
23742,0
23758,0
23766,1
23774,1
23777,1
23778,1
23779,0
23782,1
23789,1
23801,0
23806,0
23810,1
23812,0
23814,1
23821,1
23835,1
23840,1
23845,1
23847,1
23852,1
23856,1
23860,0
23861,1
23866,1
23870,1
23871,0
23876,1
23878,0
23880,0
23885,0
23886,0
23888,0
23894,1
23913,1
23919,1
23920,0
23921,1
23925,1
23935,1
23936,1
23946,1
23948,0
23981,0
23988,0
23991,0
23993,1
23999,0
24001,0
24003,1
24008,1
24015,0
24024,1
24027,1
24031,0
24033,1
24035,1
24038,0
24045,1
24046,0
24054,0
24055,1
24056,0
24058,0
24071,1
24085,1
24099,0
24103,0
24114,0
24118,0
24120,1
24126,0
24132,0
24146,1
24148,0
24151,0
24161,1
24163,0
24167,0
24169,0
24171,1
24178,1
24190,0
24191,0
24205,1
24220,0
24230,1
24235,1
24236,1
24241,1
24255,1
24262,1
24266,0
24270,1
24273,1
24277,0
24283,1
24285,0
24289,1
24290,0
24301,0
24304,1
24306,0
24313,1
24318,1
24320,1
24327,1
24331,0
24335,0
24341,0
24349,0
24353,0
24360,1
24361,1
24368,0
24373,0
24378,0
24380,1
24381,1
24386,0
24395,1
24396,1
24410,0
24412,0
24417,1
24422,1
24423,0
24426,0
24429,1
24434,0
24435,1
24439,0
24443,1
24446,1
24451,1
24459,1
24462,1
24469,1
24475,0
24479,1
24485,1
24488,0
24491,1
24499,0
24529,1
24530,0
24544,1
24545,0
24546,1
24551,0
24555,1
24558,1
24559,1
24560,1
24566,1
24568,1
24570,1
24595,0
24597,0
24600,0
24601,1
24605,1
24618,1
24621,1
24629,0
24630,1
24640,1
24649,0
24651,0
24654,1
24663,0
24670,0
24673,0
24681,0
24686,0
24687,1
24692,1
24693,1
24698,1
24699,0
24702,1
24703,0
24704,0
24707,1
24721,1
24723,0
24742,0
24743,0
24745,0
24746,0
24757,1
24767,1
24775,0
24779,1
24784,1
24785,1
24794,0
24795,1
24797,0
24802,1
24804,0
24807,1
24808,0
24811,0
24818,0
24819,0
24828,0
24838,1
24840,0
24842,0
24853,0
24864,0
24867,1
24871,0
24875,0
24877,0
24881,1
24883,0
24896,0
24902,1
24907,0
24910,0
24920,1
24927,1
24944,0
24945,1
24947,0
24964,0
24967,0
24987,0
24991,0
24993,1
24994,1
24995,1
24997,1
25002,0
25003,1
25008,0
25012,1
25014,0
25019,1
25020,0
25024,0
25030,1
25038,1
25039,0
25046,0
25050,1
25062,1
25063,1
25064,1
25070,1
25078,1
25085,1
25088,0
25090,0
25098,0
25101,0
25102,0
25104,1
25106,1
25112,1
25117,1
25120,0
25124,1
25136,0
25140,1
25158,0
25172,1
25175,1
25176,1
25178,1
25180,1
25181,0
25194,1
25195,1
25210,0
25211,0
25225,1
25226,1
25231,1
25234,1
25237,0
25257,1
25261,1
25273,0
25277,0
25288,1
25289,1
25293,1
25295,0
25301,0
25311,1
25312,1
25325,1
25336,0
25337,1
25338,0
25339,0
25348,0
25351,0
25352,1
25355,1
25361,0
25372,0
25379,0
25380,1
25381,1
25382,1
25383,0
25384,0
25387,0
25393,1
25403,0
25404,0
25414,1
25424,0
25430,1
25433,0
25451,0
25453,1
25456,0
25461,1
25474,1
25475,1
25485,0
25489,1
25491,1
25507,1
25515,0
25519,0
25530,1
25534,1
25536,1
25541,0
25543,1
25547,1
25549,0
25550,0
25553,0
25555,1
25558,1
25563,1
25564,1
25567,1
25573,0
25575,1
25576,0
25582,0
25584,1
25588,0
25590,1
25591,1
25602,0
25606,1
25608,1
25611,1
25626,0
25630,0
25633,0
25634,1
25643,0
25645,1
25647,0
25652,0
25653,0
25655,1
25658,0
25664,1
25673,1
25674,1
25682,0
25687,1
25689,1
25700,0
25709,0
25711,0
25713,1
25714,0
25715,1
25719,0
25723,1
25733,0
25737,0
25738,1
25745,1
25749,0
25751,1
25754,0
25757,0
25759,1
25763,0
25769,1
25773,1
25782,0
25807,1
25823,1
25824,0
25829,0
25830,0
25834,1
25838,0
25842,0
25843,1
25847,1
25854,1
25860,1
25862,1
25864,1
25865,1
25866,1
25871,0
25877,1
25883,0
25884,0
25891,0
25892,1
25901,1
25908,0
25914,1
25915,0
25916,1
25917,0
25918,1
25921,0
25923,1
25928,0
25952,1
25959,1
25962,1
25964,0
25968,1
25971,1
25984,0
25985,0
25988,0
25992,0
25993,0
25999,0
26013,0
26015,0
26016,0
26019,1
26031,0
26033,1
26043,1
26046,1
26049,1
26053,1
26054,0
26060,1
26064,0
26065,1
26067,0
26068,1
26070,1
26072,1
26077,1
26082,1
26089,1
26091,1
26094,1
26100,1
26104,1
26106,0
26112,1
26113,0
26114,0
26117,1
26123,0
26128,0
26129,1
26132,0
26144,0
26148,1
26149,1
26154,0
26157,0
26161,1
26162,1
26167,1
26172,1
26176,0
26178,1
26179,1
26184,1
26188,0
26189,1
26198,1
26201,0
26208,0
26209,0
26211,0
26217,0
26259,1
26264,0
26265,1
26270,0
26271,0
26272,0
26273,1
26276,0
26278,1
26282,1
26302,1
26311,1
26319,0
26330,1
26341,0
26351,0
26353,0
26359,0
26364,0
26365,0
26366,0
26369,0
26371,1
26372,1
26376,1
26377,0
26380,0
26381,0
26387,0
26389,0
26393,1
26398,1
26405,1
26411,1
26415,1
26426,1
26438,1
26441,1
26444,0
26446,1
26457,0
26466,0
26468,0
26471,1
26482,1
26492,0
26500,1
26502,0
26506,1
26509,1
26520,0
26521,0
26526,1
26539,0
26552,0
26560,0
26566,1
26574,1
26578,1
26580,0
26586,1
26595,1
26600,0
26605,0
26607,0
26614,1
26625,0
26635,0
26644,0
26662,0
26664,1
26665,1
26666,0
26668,1
26671,0
26675,1
26678,1
26680,1
26681,1
26686,1
26696,0
26697,0
26698,0
26702,0
26712,0
26716,1
26720,1
26721,1
26724,1
26725,1
26734,0
26736,1
26745,1
26747,0
26748,1
26751,1
26752,1
26753,1
26755,1
26758,1
26769,0
26789,1
26798,1
26812,1
26820,1
26821,0
26824,1
26827,1
26837,1
26840,0
26843,1
26849,1
26850,1
26855,0
26862,1
26865,0
26873,0
26882,1
26892,0
26897,0
26902,1
26909,0
26914,1
26915,1
26916,0
26924,0
26933,1
26941,1
26943,1
26952,0
26961,1
26963,0
26969,1
26978,0
26985,0
27000,1
27003,1
27007,1
27008,1
27015,1
27038,1
27039,0
27049,0
27056,1
27060,1
27062,1
27069,0
27075,1
27076,1
27080,1
27083,0
27091,0
27094,1
27103,0
27108,0
27114,1
27116,1
27117,0
27123,1
27131,1
27133,1
27137,1
27138,1
27142,1
27144,0
27156,1
27161,1
27169,0
27174,0
27182,1
27183,1
27184,1
27187,0
27210,0
27212,1
27213,0
27217,0
27226,0
27229,0
27240,1
27243,0
27248,0
27250,0
27253,1
27256,1
27268,1
27271,1
27283,0
27290,0
27300,0
27304,1
27306,1
27308,1
27311,1
27313,0
27314,0
27315,1
27317,1
27321,1
27322,0
27330,0
27340,0
27342,0
27346,1
27352,1
27355,1
27359,0
27360,1
27362,1
27364,0
27365,0
27375,0
27376,0
27379,0
27382,1
27386,1
27395,1
27399,0
27401,1
27410,1
27411,1
27415,0
27416,1
27431,1
27438,1
27442,1
27445,1
27455,1
27457,1
27460,1
27464,0
27471,0
27473,1
27481,0
27484,0
27485,0
27490,1
27496,1
27505,0
27520,0
27522,0
27527,1
27532,1
27533,1
27537,0
27538,0
27540,1
27548,1
27553,1
27556,0
27559,1
27561,0
27562,0
27568,0
27574,1
27577,1
27587,0
27589,0
27596,0
27605,1
27612,0
27623,0
27630,1
27645,1
27651,0
27652,0
27658,1
27666,1
27673,0
27676,0
27678,1
27688,0
27700,0
27702,0
27703,1
27707,0
27713,0
27717,0
27720,0
27727,0
27740,1
27744,0
27746,1
27748,0
27750,1
27752,1
27758,0
27772,0
27773,0
27775,0
27777,1
27778,1
27780,1
27784,1
27785,0
27786,0
27790,1
27792,1
27794,0
27795,1
27798,1
27800,1
27806,1
27814,0
27816,1
27817,0
27830,0
27832,1
27838,0
27842,1
27845,0
27853,0
27857,0
27862,1
27868,0
27869,0
27874,1
27883,0
27894,0
27896,1
27907,1
27917,0
27926,1
27931,0
27933,0
27936,1
27939,1
27945,1
27952,0
